Year,Age,Male,Female
1993,81,21824,35580
1993,82,18812,32422
1993,83,16211,29271
1993,84,13632,25429
1993,85,11205,21982
1993,86,9249,19261
1993,87,7586,16502
1993,88,6036,13984
1993,89,4677,11637
1993,90,3604,9460
1993,91,2766,7693
1993,92,2087,6242
1993,93,1510,4976
1993,94,1035,3711
1993,95,668,2665
1993,96,487,2019
1993,97,332,1439
1993,98,232,1020
1993,99,153,660
1994,0,132613,125264
1994,1,132437,125688
1994,2,132562,125916
1994,3,133335,126724
1994,4,134217,127506
1994,5,132733,126094
1994,6,130819,124552
1994,7,130330,124104
1994,8,131265,124739
1994,9,131989,125888
1994,10,132058,126188
1994,11,132915,126243
1994,12,132573,125533
1994,13,131110,124433
1994,14,129283,122659
1994,15,128016,121152
1994,16,128080,121336
1994,17,128679,122192
1994,18,130287,123915
1994,19,133579,127636
1994,20,137302,131935
1994,21,141048,136228
1994,22,146489,142317
1994,23,150731,147306
1994,24,147034,144425
1994,25,140864,139047
1994,26,137641,136277
1994,27,134729,133888
1994,28,134500,134502
1994,29,136476,136952
1994,30,140975,141079
1994,31,145358,145188
1994,32,146764,146806
1994,33,148852,148740
1994,34,148271,148481
1994,35,144145,144661
1994,36,141724,142320
1994,37,139991,140330
1994,38,138671,138489
1994,39,136339,136997
1994,40,134201,135622
1994,41,133672,134566
1994,42,131082,130966
1994,43,130441,129805
1994,44,130647,129278
1994,45,128377,126031
1994,46,128620,125405
1994,47,131663,126910
1994,48,123430,118438
1994,49,111649,107445
1994,50,107577,103445
1994,51,100401,96114
1994,52,94686,90328
1994,53,92285,88240
1994,54,88812,84819
1994,55,85569,81917
1994,56,82751,80297
1994,57,80211,78229
1994,58,77132,75697
1994,59,73231,73059
1994,60,71121,71079
1994,61,70222,70161
1994,62,69479,69590
1994,63,70945,71907
1994,64,71182,72871
1994,65,69704,71183
1994,66,68626,71328
1994,67,66833,70673
1994,68,65205,70539
1994,69,62085,69170
1994,70,58872,67194
1994,71,56303,66042
1994,72,53332,64094
1994,73,50767,62733
1994,74,46593,58931
1994,75,39647,51323
1994,76,34354,46421
1994,77,32504,45328
1994,78,30584,44072
1994,79,28287,42344
1994,80,25885,40463
1994,81,23008,37463
1994,82,19811,33568
1994,83,16894,30333
1994,84,14397,27159
1994,85,11932,23337
1994,86,9673,19812
1994,87,7868,17156
1994,88,6340,14558
1994,89,4945,12153
1994,90,3764,9962
1994,91,2882,8030
1994,92,2164,6397
1994,93,1602,5099
1994,94,1170,4033
1994,95,783,2926
1994,96,492,2038
1994,97,373,1509
1994,98,285,1098
1994,99,165,713
1995,0,131990,125182
1995,1,132631,125705
1995,2,133020,126188
1995,3,133121,126377
1995,4,134053,127368
1995,5,135146,128439
1995,6,133683,127027
1995,7,131645,125320
1995,8,131066,124878
1995,9,131989,125590
1995,10,132629,126616
1995,11,132716,126935
1995,12,133759,127149
1995,13,133500,126364
1995,14,131831,125131
1995,15,129989,123484
1995,16,128874,122059
1995,17,128927,122248
1995,18,129644,123523
1995,19,131419,125652
1995,20,134764,129514
1995,21,138062,133418
1995,22,141523,137372
1995,23,146751,143345
1995,24,150743,148323
1995,25,147165,145553
1995,26,141401,140365
1995,27,138461,137904
1995,28,135604,135446
1995,29,135531,135992
1995,30,137666,138433
1995,31,142106,142505
1995,32,146435,146639
1995,33,147818,148154
1995,34,149560,149616
1995,35,148809,149274
1995,36,144961,145669
1995,37,142701,143319
1995,38,140817,141277
1995,39,139220,139122
1995,40,136876,137596
1995,41,135084,136592
1995,42,134672,135586
1995,43,131565,131450
1995,44,130279,129630
1995,45,130651,129285
1995,46,128236,126036
1995,47,128329,125247
1995,48,132006,127229
1995,49,123176,118114
1995,50,110941,106776
1995,51,107355,103386
1995,52,100377,96327
1995,53,94507,90446
1995,54,91706,87869
1995,55,88344,84610
1995,56,85040,81821
1995,57,82037,80039
1995,58,79654,78052
1995,59,76491,75392
1995,60,72566,72832
1995,61,70598,71038
1995,62,69736,70280
1995,63,68995,69597
1995,64,70352,71505
1995,65,70253,72407
1995,66,68404,70611
1995,67,67171,70521
1995,68,65288,69811
1995,69,63455,69458
1995,70,60197,67937
1995,71,56955,66108
1995,72,54442,65096
1995,73,51467,63035
1995,74,48781,61267
1995,75,44610,57431
1995,76,37616,49739
1995,77,32345,44652
1995,78,30520,43562
1995,79,28431,42032
1995,80,26010,40046
1995,81,23681,38234
1995,82,20976,35439
1995,83,17923,31592
1995,84,15101,28245
1995,85,12712,25079
1995,86,10366,21242
1995,87,8254,17617
1995,88,6622,15116
1995,89,5222,12704
1995,90,4004,10486
1995,91,3024,8499
1995,92,2304,6736
1995,93,1683,5254
1995,94,1249,4128
1995,95,952,3233
1995,96,621,2272
1995,97,381,1535
1995,98,334,1200
1995,99,230,807
1996,0,131609,124465
1996,1,131942,125125
1996,2,133394,126388
1996,3,133732,126846
1996,4,133872,127121
1996,5,134838,128193
1996,6,135934,129244
1996,7,134479,127827
1996,8,132443,126110
1996,9,131911,125651
1996,10,132796,126388
1996,11,133344,127387
1996,12,133287,127603
1996,13,134145,127722
1996,14,133783,126843
1996,15,131990,125451
1996,16,130077,123782
1996,17,128825,122384
1996,18,128923,122752
1996,19,129922,124552
1996,20,131687,127026
1996,21,134767,130702
1996,22,138048,134335
1996,23,141557,138244
1996,24,146539,144347
1996,25,150686,149559
1996,26,147254,146746
1996,27,141652,141631
1996,28,139060,139319
1996,29,136287,136715
1996,30,136257,137224
1996,31,138484,139602
1996,32,142834,143695
1996,33,147122,147828
1996,34,148522,149215
1996,35,149987,150390
1996,36,149180,149996
1996,37,145608,146640
1996,38,143368,144264
1996,39,141211,142036
1996,40,139502,139682
1996,41,137219,138154
1996,42,135446,137126
1996,43,134992,136060
1996,44,131869,131909
1996,45,130343,129859
1996,46,130605,129535
1996,47,128235,126289
1996,48,128275,125361
1996,49,132055,127522
1996,50,123012,118144
1996,51,110645,106520
1996,52,107180,103283
1996,53,100201,96383
1996,54,94335,90554
1996,55,91389,87803
1996,56,88036,84628
1996,57,84751,81963
1996,58,81655,80076
1996,59,79382,78030
1996,60,76260,75364
1996,61,72152,72748
1996,62,70037,70846
1996,63,69122,70074
1996,64,68351,69338
1996,65,69571,71032
1996,66,69282,71844
1996,67,67259,70042
1996,68,65790,69802
1996,69,63758,69016
1996,70,61826,68509
1996,71,58498,66928
1996,72,55080,64997
1996,73,52477,63844
1996,74,49514,61788
1996,75,46707,59793
1996,76,42449,55855
1996,77,35511,48190
1996,78,30386,43025
1996,79,28527,41819
1996,80,26279,40078
1996,81,23773,37968
1996,82,21461,36104
1996,83,18857,33259
1996,84,15969,29436
1996,85,13294,26018
1996,86,11054,22836
1996,87,8896,19143
1996,88,6948,15641
1996,89,5484,13231
1996,90,4246,10942
1996,91,3190,8848
1996,92,2374,7017
1996,93,1793,5483
1996,94,1298,4234
1996,95,952,3277
1996,96,726,2496
1996,97,463,1699
1996,98,285,1131
1996,99,223,830
1997,0,129866,123287
1997,1,130850,123996
1997,2,132690,125788
1997,3,134221,127135
1997,4,134589,127582
1997,5,134780,127995
1997,6,135740,129062
1997,7,136569,129810
1997,8,135032,128356
1997,9,133092,126820
1997,10,132668,126389
1997,11,133542,127071
1997,12,134001,128068
1997,13,133664,128015
1997,14,134021,127751
1997,15,133358,126764
1997,16,131454,125193
1997,17,129466,123336
1997,18,128056,121982
1997,19,128315,122711
1997,20,129448,124785
1997,21,131055,127233
1997,22,134009,130650
1997,23,137470,134346
1997,24,141156,138629
1997,25,145989,145015
1997,26,150335,150441
1997,27,147171,147643
1997,28,141729,142647
1997,29,139335,140317
1997,30,136715,137619
1997,31,136772,138079
1997,32,139025,140522
1997,33,143278,144583
1997,34,147513,148580
1997,35,148954,150022
1997,36,150265,151057
1997,37,149339,150505
1997,38,146026,147388
1997,39,143703,145009
1997,40,140988,142296
1997,41,139254,139929
1997,42,137174,138519
1997,43,135186,137037
1997,44,134536,135763
1997,45,131803,132154
1997,46,130464,130424
1997,47,130543,130025
1997,48,128327,126857
1997,49,128355,125720
1997,50,131776,127637
1997,51,122883,118421
1997,52,110619,106679
1997,53,106871,103168
1997,54,99885,96221
1997,55,94231,90471
1997,56,91315,87801
1997,57,87817,84639
1997,58,84646,82082
1997,59,81558,80148
1997,60,79163,77994
1997,61,76122,75503
1997,62,71792,72710
1997,63,69345,70382
1997,64,68307,69446
1997,65,67422,68754
1997,66,68481,70449
1997,67,68076,71087
1997,68,66077,69340
1997,69,64571,69157
1997,70,62349,68240
1997,71,60265,67608
1997,72,56989,66073
1997,73,53321,63765
1997,74,50397,62186
1997,75,47391,60230
1997,76,44503,58303
1997,77,40192,54210
1997,78,33468,46661
1997,79,28510,41622
1997,80,26534,40183
1997,81,24208,38260
1997,82,21721,36088
1997,83,19427,33999
1997,84,16848,30864
1997,85,14085,27074
1997,86,11605,23692
1997,87,9528,20483
1997,88,7560,17023
1997,89,5824,13789
1997,90,4510,11455
1997,91,3433,9298
1997,92,2560,7368
1997,93,1867,5736
1997,94,1378,4401
1997,95,1006,3322
1997,96,731,2489
1997,97,536,1842
1997,98,337,1239
1997,99,201,802
1998,0,128325,122300
1998,1,129625,122872
1998,2,131649,124696
1998,3,133597,126683
1998,4,135219,128061
1998,5,135637,128477
1998,6,135875,129076
1998,7,136738,130091
1998,8,137334,130580
1998,9,135767,129175
1998,10,133890,127758
1998,11,133539,127293
1998,12,134358,127879
1998,13,134729,128806
1998,14,134141,128454
1998,15,134064,127931
1998,16,133216,127032
1998,17,131416,125447
1998,18,129602,123514
1998,19,128212,122368
1998,20,128320,123327
1998,21,129256,125227
1998,22,130808,127412
1998,23,133576,130630
1998,24,137054,134627
1998,25,140781,139316
1998,26,145447,145675
1998,27,150040,151254
1998,28,147431,148743
1998,29,142328,143948
1998,30,139945,141540
1998,31,137363,138685
1998,32,137448,139100
1998,33,139630,141607
1998,34,143873,145598
1998,35,148233,149486
1998,36,149661,150935
1998,37,150682,151787
1998,38,149619,151067
1998,39,146565,148167
1998,40,144112,145806
1998,41,140814,142584
1998,42,139130,140146
1998,43,137310,138874
1998,44,134978,136960
1998,45,134126,135406
1998,46,131788,132304
1998,47,130531,130844
1998,48,130427,130361
1998,49,128421,127303
1998,50,128418,125952
1998,51,131457,127693
1998,52,122721,118620
1998,53,110588,106682
1998,54,106578,102901
1998,55,99492,95952
1998,56,94006,90323
1998,57,91133,87747
1998,58,87490,84605
1998,59,84468,82130
1998,60,81378,80132
1998,61,78842,77887
1998,62,75934,75568
1998,63,71407,72580
1998,64,68559,69862
1998,65,67323,68789
1998,66,66321,68099
1998,67,67270,69805
1998,68,66841,70281
1998,69,64848,68608
1998,70,63260,68443
1998,71,60850,67338
1998,72,58584,66591
1998,73,55355,65135
1998,74,51429,62481
1998,75,48241,60473
1998,76,45280,58581
1998,77,42317,56685
1998,78,37908,52449
1998,79,31389,45055
1998,80,26621,40129
1998,81,24580,38451
1998,82,22211,36401
1998,83,19765,34171
1998,84,17491,31835
1998,85,14958,28471
1998,86,12341,24788
1998,87,10000,21461
1998,88,8085,18272
1998,89,6374,15070
1998,90,4856,12110
1998,91,3678,9871
1998,92,2768,7857
1998,93,2037,6097
1998,94,1448,4652
1998,95,1059,3487
1998,96,785,2592
1998,97,561,1896
1998,98,391,1331
1998,99,256,896
1999,0,129011,123187
1999,1,128908,122507
1999,2,130397,123684
1999,3,132548,125603
1999,4,134689,127731
1999,5,136384,129122
1999,6,136770,129485
1999,7,137015,130251
1999,8,137855,131158
1999,9,138246,131293
1999,10,136560,129992
1999,11,134721,128766
1999,12,134462,128236
1999,13,135214,128727
1999,14,135476,129611
1999,15,134678,129042
1999,16,134309,128417
1999,17,133530,127798
1999,18,132050,126300
1999,19,130356,124434
1999,20,128510,123386
1999,21,128142,124087
1999,22,129086,125606
1999,23,130679,127833
1999,24,133133,131228
1999,25,136712,135558
1999,26,140678,140524
1999,27,145376,146837
1999,28,150468,152669
1999,29,148314,150302
1999,30,143252,145383
1999,31,140792,142808
1999,32,138313,139776
1999,33,138404,140175
1999,34,140525,142886
1999,35,144796,146817
1999,36,149095,150425
1999,37,150480,151801
1999,38,151255,152485
1999,39,150069,151629
1999,40,147335,148908
1999,41,144721,146546
1999,42,140701,142810
1999,43,138918,140275
1999,44,137349,139185
1999,45,134690,136775
1999,46,133675,134987
1999,47,131827,132448
1999,48,130611,131228
1999,49,130230,130641
1999,50,128436,127667
1999,51,128386,126161
1999,52,131033,127684
1999,53,122439,118718
1999,54,110397,106648
1999,55,106123,102635
1999,56,98999,95663
1999,57,93706,90059
1999,58,90816,87550
1999,59,87048,84473
1999,60,84212,82159
1999,61,81163,80126
1999,62,78457,77758
1999,63,75636,75605
1999,64,70992,72420
1999,65,67720,69297
1999,66,66255,68088
1999,67,65195,67419
1999,68,66010,69144
1999,69,65521,69448
1999,70,63538,67798
1999,71,61833,67657
1999,72,59264,66339
1999,73,56840,65456
1999,74,53607,64099
1999,75,49460,61111
1999,76,46044,58689
1999,77,43060,56835
1999,78,40041,54973
1999,79,35618,50593
1999,80,29328,43326
1999,81,24771,38542
1999,82,22667,36664
1999,83,20269,34423
1999,84,17901,32086
1999,85,15642,29555
1999,86,13131,26003
1999,87,10681,22409
1999,88,8516,19186
1999,89,6774,16111
1999,90,5286,13155
1999,91,3970,10477
1999,92,2943,8384
1999,93,2198,6527
1999,94,1616,4963
1999,95,1133,3725
1999,96,819,2760
1999,97,632,2041
1999,98,450,1431
1999,99,290,939
2000,0,129902,123562
2000,1,129488,123341
2000,2,129884,123443
2000,3,131271,124600
2000,4,133444,126500
2000,5,135726,128726
2000,6,137484,130138
2000,7,137830,130472
2000,8,138208,131385
2000,9,139073,132271
2000,10,139154,132113
2000,11,137397,130821
2000,12,135646,129704
2000,13,135439,129139
2000,14,136157,129585
2000,15,136457,130515
2000,16,135667,130006
2000,17,135443,129637
2000,18,135061,129552
2000,19,133716,128429
2000,20,131787,126602
2000,21,129268,125013
2000,22,128380,125033
2000,23,129030,126048
2000,24,130371,128173
2000,25,132629,131701
2000,26,136248,136207
2000,27,140402,141291
2000,28,145316,147769
2000,29,150942,154019
2000,30,149121,151674
2000,31,144108,146647
2000,32,141611,144015
2000,33,139120,140874
2000,34,139361,141245
2000,35,141518,143942
2000,36,145627,147846
2000,37,149865,151347
2000,38,151229,152613
2000,39,151713,153087
2000,40,150351,152134
2000,41,147865,149628
2000,42,145076,147149
2000,43,140487,142885
2000,44,138763,140348
2000,45,137431,139426
2000,46,134294,136507
2000,47,132985,134446
2000,48,131609,132463
2000,49,130576,131504
2000,50,129994,130813
2000,51,128306,127967
2000,52,128273,126296
2000,53,130532,127581
2000,54,122062,118738
2000,55,110156,106546
2000,56,105623,102258
2000,57,98469,95302
2000,58,93351,89833
2000,59,90473,87386
2000,60,86578,84331
2000,61,83911,82159
2000,62,80861,80084
2000,63,78008,77607
2000,64,75318,75640
2000,65,70475,72290
2000,66,66813,68730
2000,67,65210,67303
2000,68,64063,66653
2000,69,64744,68415
2000,70,64138,68549
2000,71,62183,66958
2000,72,60430,66815
2000,73,57628,65292
2000,74,55046,64307
2000,75,51884,63010
2000,76,47486,59655
2000,77,43786,56844
2000,78,40814,55052
2000,79,37741,53235
2000,80,33320,48715
2000,81,27275,41509
2000,82,22914,36849
2000,83,20762,34809
2000,84,18347,32382
2000,85,16040,29968
2000,86,13835,27228
2000,87,11424,23465
2000,88,9160,20001
2000,89,7175,16952
2000,90,5591,13988
2000,91,4299,11272
2000,92,3214,8921
2000,93,2351,7009
2000,94,1721,5338
2000,95,1253,3972
2000,96,887,2931
2000,97,656,2139
2000,98,519,1556
2000,99,369,1042
2001,0,128562,122085
2001,1,129725,123436
2001,2,130547,124400
2001,3,130886,124437
2001,4,132195,125542
2001,5,134389,127388
2001,6,136704,129621
2001,7,138499,131065
2001,8,138879,131421
2001,9,139345,132436
2001,10,140167,133285
2001,11,140117,132996
2001,12,138465,131762
2001,13,136697,130717
2001,14,136384,130237
2001,15,137076,130832
2001,16,137442,131984
2001,17,137016,131737
2001,18,137400,131685
2001,19,137392,131994
2001,20,135994,131154
2001,21,133649,129022
2001,22,130780,126901
2001,23,129862,126609
2001,24,130159,127397
2001,25,131178,129400
2001,26,133291,132803
2001,27,136819,137438
2001,28,141207,142791
2001,29,146480,149333
2001,30,152265,155465
2001,31,150489,153073
2001,32,145427,148058
2001,33,142676,145358
2001,34,140176,142135
2001,35,140462,142468
2001,36,142563,145027
2001,37,146618,148767
2001,38,150918,152358
2001,39,152294,153618
2001,40,152453,153937
2001,41,150691,152781
2001,42,148248,150223
2001,43,145553,147707
2001,44,140833,143320
2001,45,139093,140855
2001,46,137790,139884
2001,47,134401,136635
2001,48,132890,134428
2001,49,131656,132619
2001,50,130545,131585
2001,51,129848,130770
2001,52,128112,127958
2001,53,127914,126175
2001,54,130118,127446
2001,55,121790,118750
2001,56,109815,106523
2001,57,105120,102171
2001,58,97967,95217
2001,59,92915,89729
2001,60,90009,87280
2001,61,86043,84232
2001,62,83414,82080
2001,63,80253,79878
2001,64,77287,77328
2001,65,74630,75367
2001,66,69737,71930
2001,67,65872,68239
2001,68,64182,66670
2001,69,62944,65972
2001,70,63367,67547
2001,71,62677,67590
2001,72,60673,66003
2001,73,58716,65682
2001,74,55744,64028
2001,75,53015,62903
2001,76,49844,61589
2001,77,45358,58082
2001,78,41522,55033
2001,79,38498,53143
2001,80,35342,51122
2001,81,31009,46548
2001,82,25259,39514
2001,83,21019,34821
2001,84,18789,32589
2001,85,16421,30083
2001,86,14192,27641
2001,87,12036,24826
2001,88,9748,21020
2001,89,7696,17704
2001,90,5948,14816
2001,91,4565,11993
2001,92,3467,9516
2001,93,2568,7417
2001,94,1845,5683
2001,95,1325,4235
2001,96,963,3099
2001,97,669,2234
2001,98,477,1613
2001,99,397,1141
2002,0,128267,121987
2002,1,129078,122509
2002,2,130599,124269
2002,3,131480,125207
2002,4,131874,125316
2002,5,133085,126366
2002,6,135112,128072
2002,7,137403,130289
2002,8,139193,131776
2002,9,139633,132104
2002,10,140226,133114
2002,11,141018,133983
2002,12,141104,133756
2002,13,139495,132457
2002,14,137485,131308
2002,15,136999,130990
2002,16,137741,131966
2002,17,138627,133624
2002,18,138575,133483
2002,19,139056,133410
2002,20,139010,133815
2002,21,137526,132948
2002,22,135209,130710
2002,23,132495,128696
2002,24,131685,128493
2002,25,131662,129289
2002,26,132475,131249
2002,27,134596,134453
2002,28,138058,138984
2002,29,142649,144391
2002,30,148107,150947
2002,31,153566,156654
2002,32,151590,154034
2002,33,146516,148957
2002,34,143703,146168
2002,35,141194,143012
2002,36,141362,143307
2002,37,143261,145684
2002,38,147325,149414
2002,39,151563,153202
2002,40,152887,154439
2002,41,152905,154636
2002,42,150860,153278
2002,43,148135,150441
2002,44,145489,147816
2002,45,141327,143763
2002,46,139737,141348
2002,47,138196,140014
2002,48,134643,136705
2002,49,133099,134555
2002,50,131675,132563
2002,51,130167,131090
2002,52,129340,130188
2002,53,127450,127405
2002,54,127100,125627
2002,55,129581,127181
2002,56,121434,118566
2002,57,109296,106298
2002,58,104484,102001
2002,59,97330,95088
2002,60,92211,89661
2002,61,89217,87029
2002,62,85252,83837
2002,63,82502,81694
2002,64,79178,79318
2002,65,76147,76742
2002,66,73402,74717
2002,67,68617,71297
2002,68,64813,67711
2002,69,63067,66008
2002,70,61643,65182
2002,71,61741,66453
2002,72,60988,66602
2002,73,58826,65019
2002,74,56653,64285
2002,75,53651,62583
2002,76,50767,61289
2002,77,47474,59786
2002,78,43015,56312
2002,79,39112,53166
2002,80,35977,51014
2002,81,32768,48668
2002,82,28632,44156
2002,83,23174,37311
2002,84,18929,32458
2002,85,16658,30098
2002,86,14401,27551
2002,87,12301,25025
2002,88,10275,22191
2002,89,8184,18501
2002,90,6324,15313
2002,91,4788,12600
2002,92,3591,10001
2002,93,2648,7762
2002,94,1940,5909
2002,95,1374,4430
2002,96,965,3242
2002,97,674,2316
2002,98,440,1616
2002,99,332,1112
2003,0,129527,122343
2003,1,128436,122006
2003,2,129977,123405
2003,3,131592,125228
2003,4,132483,126104
2003,5,132894,126202
2003,6,133974,127219
2003,7,135840,128820
2003,8,138138,131060
2003,9,139911,132597
2003,10,140355,132926
2003,11,140995,133885
2003,12,141811,134661
2003,13,141960,134477
2003,14,140296,133106
2003,15,138170,131786
2003,16,137634,131682
2003,17,138699,133223
2003,18,140026,135238
2003,19,140247,135385
2003,20,140990,135636
2003,21,141064,135957
2003,22,139743,134875
2003,23,137527,132591
2003,24,134738,130726
2003,25,133573,130636
2003,26,133193,131404
2003,27,133942,133146
2003,28,136257,136143
2003,29,139768,140698
2003,30,144247,146172
2003,31,149648,152547
2003,32,154581,157795
2003,33,152482,154944
2003,34,147682,149774
2003,35,144687,146942
2003,36,142090,143872
2003,37,142168,144028
2003,38,143899,146231
2003,39,147910,150011
2003,40,152032,153850
2003,41,153296,155041
2003,42,153117,155072
2003,43,150814,153537
2003,44,147902,150549
2003,45,145278,147837
2003,46,141702,144117
2003,47,140220,141679
2003,48,138295,139924
2003,49,134606,136624
2003,50,133062,134573
2003,51,131513,132426
2003,52,129661,130564
2003,53,128683,129540
2003,54,126639,126714
2003,55,126075,124904
2003,56,128811,126796
2003,57,120850,118309
2003,58,108594,106040
2003,59,103800,101857
2003,60,96621,94983
2003,61,91432,89570
2003,62,88325,86734
2003,63,84301,83417
2003,64,81460,81215
2003,65,77982,78682
2003,66,74862,76121
2003,67,72024,73922
2003,68,67398,70470
2003,69,63683,67015
2003,70,61860,65276
2003,71,60274,64364
2003,72,60045,65303
2003,73,59216,65485
2003,74,56882,63871
2003,75,54476,62790
2003,76,51499,60995
2003,77,48502,59475
2003,78,45079,57850
2003,79,40622,54469
2003,80,36708,51211
2003,81,33550,48774
2003,82,30239,46096
2003,83,26258,41674
2003,84,21128,35074
2003,85,16899,30087
2003,86,14643,27561
2003,87,12551,24991
2003,88,10559,22458
2003,89,8682,19592
2003,90,6798,16071
2003,91,5152,13061
2003,92,3836,10511
2003,93,2808,8179
2003,94,1998,6211
2003,95,1410,4617
2003,96,980,3368
2003,97,668,2375
2003,98,460,1658
2003,99,343,1154
2004,0,129961,122636
2004,1,129532,122682
2004,2,129444,122961
2004,3,131029,124481
2004,4,132697,126329
2004,5,133537,127133
2004,6,133926,127190
2004,7,134923,128147
2004,8,136679,129645
2004,9,138990,131860
2004,10,140743,133391
2004,11,141186,133682
2004,12,141878,134585
2004,13,142647,135305
2004,14,142869,135208
2004,15,141218,133828
2004,16,139083,132628
2004,17,138804,132884
2004,18,140123,134787
2004,19,141783,137322
2004,20,142316,137911
2004,21,143055,138040
2004,22,143203,137977
2004,23,141841,136655
2004,24,139254,134316
2004,25,136134,132444
2004,26,134648,132279
2004,27,134226,133010
2004,28,135282,134792
2004,29,137776,137824
2004,30,141242,142298
2004,31,145649,147473
2004,32,151079,153642
2004,33,155697,158698
2004,34,153484,155784
2004,35,148869,150675
2004,36,145739,147723
2004,37,142938,144663
2004,38,142904,144710
2004,39,144581,146751
2004,40,148449,150584
2004,41,152437,154455
2004,42,153641,155612
2004,43,153213,155482
2004,44,150701,153756
2004,45,147633,150546
2004,46,144940,147702
2004,47,141856,144348
2004,48,140477,141866
2004,49,138210,139728
2004,50,134409,136453
2004,51,132869,134516
2004,52,131191,132212
2004,53,128990,129968
2004,54,127859,128840
2004,55,125675,125959
2004,56,124999,124169
2004,57,127992,126347
2004,58,120165,117982
2004,59,107820,105760
2004,60,102995,101667
2004,61,95796,94855
2004,62,90553,89466
2004,63,87338,86383
2004,64,83234,82906
2004,65,80248,80698
2004,66,76624,78021
2004,67,73464,75414
2004,68,70582,73042
2004,69,66122,69583
2004,70,62413,66267
2004,71,60513,64490
2004,72,58790,63504
2004,73,58207,64073
2004,74,57305,64235
2004,75,54823,62584
2004,76,52201,61132
2004,77,49191,59256
2004,78,46033,57517
2004,79,42505,55726
2004,80,38180,52430
2004,81,34310,49029
2004,82,31035,46313
2004,83,27626,43358
2004,84,23862,39054
2004,85,19088,32727
2004,86,14959,27628
2004,87,12750,24992
2004,88,10767,22427
2004,89,8890,19927
2004,90,7192,17144
2004,91,5542,13823
2004,92,4116,10990
2004,93,3005,8658
2004,94,2161,6609
2004,95,1486,4866
2004,96,1009,3504
2004,97,697,2493
2004,98,477,1711
2004,99,339,1182
2005,0,135021,128243
2005,1,131939,124562
2005,2,130744,123922
2005,3,130723,124204
2005,4,132323,125755
2005,5,134012,127642
2005,6,134795,128423
2005,7,135166,128351
2005,8,136119,129167
2005,9,137730,130609
2005,10,139992,132791
2005,11,141705,134265
2005,12,142122,134567
2005,13,142875,135410
2005,14,143586,136010
2005,15,143949,135993
2005,16,142445,134751
2005,17,140394,133636
2005,18,140467,134223
2005,19,142350,136859
2005,20,144462,140044
2005,21,145104,140937
2005,22,145923,141083
2005,23,146088,140760
2005,24,144318,139212
2005,25,141160,136892
2005,26,137805,135107
2005,27,136211,134765
2005,28,135909,135316
2005,29,137146,137050
2005,30,139691,139889
2005,31,143069,144088
2005,32,147133,148996
2005,33,152531,155034
2005,34,157041,159986
2005,35,154819,156994
2005,36,150303,151838
2005,37,146933,148745
2005,38,144052,145654
2005,39,143951,145640
2005,40,145516,147497
2005,41,149316,151242
2005,42,153061,155128
2005,43,154101,156347
2005,44,153437,155980
2005,45,150708,153960
2005,46,147478,150568
2005,47,144670,147601
2005,48,142030,144606
2005,49,140752,142144
2005,50,138172,139675
2005,51,134267,136387
2005,52,132736,134539
2005,53,130981,132056
2005,54,128376,129388
2005,55,127029,128124
2005,56,124751,125197
2005,57,123948,123427
2005,58,127149,125883
2005,59,119510,117666
2005,60,107055,105461
2005,61,102121,101459
2005,62,94953,94709
2005,63,89671,89284
2005,64,86351,86024
2005,65,82130,82386
2005,66,79026,80055
2005,67,75295,77235
2005,68,72031,74630
2005,69,69087,72106
2005,70,64768,68661
2005,71,61108,65469
2005,72,59111,63591
2005,73,57232,62481
2005,74,56348,62670
2005,75,55366,62863
2005,76,52715,61241
2005,77,49870,59434
2005,78,46850,57472
2005,79,43583,55533
2005,80,39978,53542
2005,81,35736,50276
2005,82,31883,46778
2005,83,28552,43802
2005,84,25084,40555
2005,85,21500,36349
2005,86,17149,30293
2005,87,13161,25093
2005,88,11008,22337
2005,89,9221,19840
2005,90,7463,17419
2005,91,5888,14766
2005,92,4468,11699
2005,93,3254,9097
2005,94,2301,7009
2005,95,1619,5237
2005,96,1081,3775
2005,97,697,2626
2005,98,481,1797
2005,99,339,1218
2006,0,141087,133507
2006,1,135809,128635
2006,2,133458,125960
2006,3,132274,125440
2006,4,132160,125706
2006,5,133806,127174
2006,6,135440,128978
2006,7,136053,129754
2006,8,136505,129703
2006,9,137488,130482
2006,10,138967,131770
2006,11,141215,133896
2006,12,142782,135331
2006,13,143042,135484
2006,14,143787,136222
2006,15,144563,136979
2006,16,145282,137486
2006,17,144353,136640
2006,18,142816,135826
2006,19,143538,136961
2006,20,145972,140049
2006,21,148250,143297
2006,22,149165,144424
2006,23,150198,144970
2006,24,149871,144502
2006,25,147369,142541
2006,26,143904,140145
2006,27,140457,138362
2006,28,138557,137694
2006,29,138217,137988
2006,30,139556,139647
2006,31,141813,142209
2006,32,144942,146047
2006,33,148971,150776
2006,34,154364,156789
2006,35,158738,161701
2006,36,156479,158680
2006,37,151846,153473
2006,38,148321,150130
2006,39,145332,146852
2006,40,144995,146705
2006,41,146381,148438
2006,42,150031,152158
2006,43,153681,155977
2006,44,154661,157060
2006,45,153947,156559
2006,46,151043,154351
2006,47,147620,150687
2006,48,144732,147620
2006,49,142158,144786
2006,50,140856,142287
2006,51,138068,139582
2006,52,134065,136245
2006,53,132408,134373
2006,54,130476,131720
2006,55,127730,128806
2006,56,126281,127471
2006,57,123922,124523
