Year,Age,Male,Female
2026,40,197827,202108
2026,41,195819,200758
2026,42,193760,197710
2026,43,192673,195939
2026,44,185726,189061
2026,45,179379,184285
2026,46,169613,175771
2026,47,165047,171925
2026,48,160333,166925
2026,49,159180,165030
2026,50,160320,163611
2026,51,161040,165223
2026,52,163141,167710
2026,53,166262,171514
2026,54,171228,178218
2026,55,172206,180417
2026,56,161583,168692
2026,57,158905,167159
2026,58,152784,160545
2026,59,149757,157197
2026,60,149114,156719
2026,61,150749,158833
2026,62,154657,163340
2026,63,156117,165336
2026,64,154584,163854
2026,65,151999,162573
2026,66,145294,156766
2026,67,141562,152792
2026,68,136331,148697
2026,69,131749,143677
2026,70,128291,139299
2026,71,122252,134948
2026,72,117398,130011
2026,73,115085,126817
2026,74,110217,121664
2026,75,107239,118766
2026,76,103299,115104
2026,77,98371,109709
2026,78,96975,107390
2026,79,96500,107466
2026,80,78135,87316
2026,81,71189,81450
2026,82,64255,74466
2026,83,54782,65117
2026,84,51122,60918
2026,85,44094,54394
2026,86,39488,49980
2026,87,34059,45443
2026,88,29158,40035
2026,89,24739,35096
2026,90,20031,29974
2026,91,15746,25142
2026,92,12518,20699
2026,93,9906,17344
2026,94,7644,14035
2026,95,5954,11481
2026,96,4476,8894
2026,97,3113,6469
2026,98,2099,4747
2026,99,1395,3242
2027,0,174691,165646
2027,1,171185,162407
2027,2,168693,160147
2027,3,166521,158180
2027,4,164317,156146
2027,5,168612,160832
2027,6,166707,158455
2027,7,165830,157464
2027,8,169830,160058
2027,9,170281,161229
2027,10,173267,163969
2027,11,177548,168130
2027,12,176484,166393
2027,13,177765,168297
2027,14,179584,169594
2027,15,178930,170264
2027,16,178374,169495
2027,17,181683,173040
2027,18,186593,176150
2027,19,195564,184027
2027,20,200676,187089
2027,21,197382,184541
2027,22,197086,183002
2027,23,197721,184119
2027,24,194357,182363
2027,25,192893,180879
2027,26,198620,185515
2027,27,198340,188057
2027,28,191488,185413
2027,29,189454,186964
2027,30,193001,192840
2027,31,197780,198069
2027,32,202557,203589
2027,33,201566,204890
2027,34,200926,206754
2027,35,200689,208289
2027,36,204328,211448
2027,37,204623,211220
2027,38,201439,207935
2027,39,198701,206217
2027,40,198485,204240
2027,41,199168,203790
2027,42,196907,202202
2027,43,194648,198917
2027,44,193414,196991
2027,45,186390,190034
2027,46,179957,185156
2027,47,170084,176522
2027,48,165419,172561
2027,49,160615,167485
2027,50,159373,165552
2027,51,160468,164100
2027,52,161124,165686
2027,53,163162,168169
2027,54,166285,172076
2027,55,171289,178949
2027,56,172301,181245
2027,57,161656,169483
2027,58,158932,167895
2027,59,152909,161394
2027,60,149987,158144
2027,61,149414,157694
2027,62,151085,159807
2027,63,154930,164307
2027,64,156271,166206
2027,65,154580,164490
2027,66,151789,162966
2027,67,144902,156980
2027,68,140957,152813
2027,69,135599,148575
2027,70,130891,143416
2027,71,127240,138798
2027,72,121052,134283
2027,73,115970,129211
2027,74,113324,125760
2027,75,108271,120428
2027,76,105111,117321
2027,77,100912,113446
2027,78,95726,107866
2027,79,93974,105243
2027,80,93056,104948
2027,81,74944,84983
2027,82,67870,78915
2027,83,60867,71704
2027,84,51501,62316
2027,85,47649,57897
2027,86,40691,51278
2027,87,35930,46692
2027,88,30560,41932
2027,89,25795,36493
2027,90,21457,31547
2027,91,17012,26461
2027,92,13140,21846
2027,93,10246,17591
2027,94,7885,14328
2027,95,5924,11227
2027,96,4529,8899
2027,97,3338,6743
2027,98,2257,4757
2027,99,1469,3373
2028,0,177574,168374
2028,1,175402,166399
2028,2,172960,164184
2028,3,170856,162281
2028,4,169011,160582
2028,5,166954,158676
2028,6,170996,163153
2028,7,168810,160501
2028,8,167838,159399
2028,9,171769,161934
2028,10,172174,163060
2028,11,175115,165778
2028,12,179281,169844
2028,13,178150,168039
2028,14,179520,170059
2028,15,181557,171598
2028,16,181102,172485
2028,17,181621,172689
2028,18,189011,179679
2028,19,196859,185119
2028,20,203127,190748
2028,21,205422,191574
2028,22,203827,190541
2028,23,205418,190660
2028,24,203860,189787
2028,25,197355,185687
2028,26,194969,184183
2028,27,200887,189316
2028,28,200870,192050
2028,29,194219,189466
2028,30,192093,190785
2028,31,195351,196187
2028,32,200016,201034
2028,33,204925,206540
2028,34,203921,207805
2028,35,203093,209409
2028,36,202749,210760
2028,37,206252,213779
2028,38,206328,213339
2028,39,203009,209858
2028,40,200195,208003
2028,41,199767,205853
2028,42,200204,205174
2028,43,197750,203356
2028,44,195350,199921
2028,45,194027,197913
2028,46,186923,190863
2028,47,180383,185863
2028,48,170423,177120
2028,49,165667,173085
2028,50,160784,167975
2028,51,159506,166014
2028,52,160540,164539
2028,53,161134,166122
2028,54,163177,168706
2028,55,166345,172782
2028,56,171367,179739
2028,57,172306,181960
2028,58,161649,170170
2028,59,159000,168677
2028,60,153088,162278
2028,61,150247,159063
2028,62,149720,158617
2028,63,151343,160733
2028,64,155056,165131
2028,65,156218,166785
2028,66,154322,164835
2028,67,151313,163113
2028,68,144246,156948
2028,69,140157,152642
2028,70,134683,148259
2028,71,129806,142869
2028,72,125968,138092
2028,73,119573,133438
2028,74,114211,128130
2028,75,111337,124480
2028,76,106148,118975
2028,77,102711,115643
2028,78,98233,111556
2028,79,92811,105737
2028,80,90679,102814
2028,81,89285,102154
2028,82,71501,82370
2028,83,64344,76025
2028,84,57270,68655
2028,85,48054,59266
2028,86,44021,54620
2028,87,37074,47947
2028,88,32286,43132
2028,89,27081,38273
2028,90,22417,32857
2028,91,18265,27905
2028,92,14233,23041
2028,93,10783,18603
2028,94,8179,14557
2028,95,6128,11471
2028,96,4517,8704
2028,97,3387,6747
2028,98,2427,4958
2028,99,1585,3380
2029,0,179117,169836
2029,1,178255,169096
2029,2,177110,168110
2029,3,175042,166239
2029,4,173254,164594
2029,5,171551,163017
2029,6,169249,160911
2029,7,173022,165123
2029,8,170743,162364
2029,9,169705,161205
2029,10,173591,163697
2029,11,173954,164802
2029,12,176783,167428
2029,13,180884,171430
2029,14,179839,169736
2029,15,181422,171988
2029,16,183647,173736
2029,17,184228,175558
2029,18,188676,179082
2029,19,198894,188317
2029,20,204141,191590
2029,21,207695,195065
2029,22,211621,197350
2029,23,211847,197913
2029,24,211322,196116
2029,25,206740,192987
2029,26,199353,188866
2029,27,197150,187844
2029,28,203320,193160
2029,29,203491,195950
2029,30,196753,193144
2029,31,194355,194007
2029,32,197501,199041
2029,33,202297,203875
2029,34,207186,209345
2029,35,206000,210359
2029,36,205070,211787
2029,37,204601,213006
2029,38,207887,215815
2029,39,207830,215186
2029,40,204440,211573
2029,41,201421,209553
2029,42,200756,207181
2029,43,201004,206278
2029,44,198411,204314
2029,45,195928,200802
2029,46,194519,198696
2029,47,187313,191531
2029,48,180679,186419
2029,49,170639,177612
2029,50,165806,173541
2029,51,160900,168408
2029,52,159566,166427
2029,53,160542,164953
2029,54,161143,166634
2029,55,163230,169382
2029,56,166421,173545
2029,57,171356,180419
2029,58,172226,182574
2029,59,161681,170905
2029,60,159118,169492
2029,61,153298,163135
2029,62,150514,159934
2029,63,149952,159497
2029,64,151463,161523
2029,65,154986,165673
2029,66,155924,167083
2029,67,153804,164943
2029,68,150575,163021
2029,69,143400,156729
2029,70,139178,152281
2029,71,133547,147661
2029,72,128503,142120
2029,73,124422,137207
2029,74,117766,132316
2029,75,112232,126831
2029,76,109174,122985
2029,77,103757,117290
2029,78,100020,113734
2029,79,95283,109376
2029,80,89610,103330
2029,81,87070,100119
2029,82,85230,99037
2029,83,67842,79392
2029,84,60598,72833
2029,85,53488,65334
2029,86,44447,55954
2029,87,40160,51115
2029,88,33364,44338
2029,89,28657,39418
2029,90,23581,34515
2029,91,19125,29122
2029,92,15319,24349
2029,93,11711,19660
2029,94,8632,15420
2029,95,6375,11664
2029,96,4685,8895
2029,97,3387,6600
2029,98,2469,4961
2029,99,1709,3523
2030,0,180636,171274
2030,1,179767,170527
2030,2,179891,170737
2030,3,179104,170079
2030,4,177339,168455
2030,5,175688,166927
2030,6,173750,165160
2030,7,171190,162799
2030,8,174874,166908
2030,9,172531,164095
2030,10,171452,162894
2030,11,175296,165366
2030,12,175553,166384
2030,13,178319,168948
2030,14,182502,173055
2030,15,181661,171585
2030,16,183423,174036
2030,17,186639,176682
2030,18,190987,181684
2030,19,198149,187360
2030,20,205868,194517
2030,21,208514,195727
2030,22,213636,200599
2030,23,219302,204412
2030,24,217500,203139
2030,25,214074,199179
2030,26,208646,196031
2030,27,201437,192373
2030,28,199479,191529
2030,29,205825,196896
2030,30,205911,199472
2030,31,198912,196232
2030,32,196414,196743
2030,33,199683,201761
2030,34,204462,206563
2030,35,209173,211789
2030,36,207886,212634
2030,37,206837,213935
2030,38,206163,214957
2030,39,209319,217579
2030,40,209190,216825
2030,41,205605,213050
2030,42,202361,210817
2030,43,201513,208233
2030,44,201624,207188
2030,45,198952,205148
2030,46,196387,201543
2030,47,194867,199322
2030,48,187572,192050
2030,49,180851,186869
2030,50,170751,178035
2030,51,165891,173941
2030,52,160940,168789
2030,53,159554,166809
2030,54,160537,165437
2030,55,161183,167277
2030,56,163295,170110
2030,57,166409,174200
2030,58,171261,180997
2030,59,172179,183226
2030,60,161755,171664
2030,61,159257,170272
2030,62,153508,163936
2030,63,150700,160754
2030,64,150045,160240
2030,65,151388,162037
2030,66,154678,165939
2030,67,155374,167148
2030,68,153023,164816
2030,69,149644,162739
2030,70,142375,156319
2030,71,137979,151641
2030,72,132194,146864
2030,73,126927,141195
2030,74,122543,136048
2030,75,115740,130974
2030,76,110077,125315
2030,77,106741,121254
2030,78,101075,115374
2030,79,97059,111536
2030,80,92044,106914
2030,81,86102,100658
2030,82,83181,97110
2030,83,80924,95492
2030,84,63950,76103
2030,85,56653,69355
2030,86,49526,61725
2030,87,40601,52409
2030,88,36194,47316
2030,89,29663,40573
2030,90,25001,35604
2030,91,20164,30650
2030,92,16080,25463
2030,93,12638,20817
2030,94,9400,16322
2030,95,6747,12366
2030,96,4888,9047
2030,97,3522,6745
2030,98,2476,4853
2030,99,1743,3525
2031,0,182180,172738
2031,1,181256,171934
2031,2,181338,172101
2031,3,181806,172626
2031,4,181309,172205
2031,5,179674,170694
2031,6,177798,168983
2031,7,175613,166972
2031,8,172968,164513
2031,9,176590,168569
2031,10,174207,165716
2031,11,173088,164496
2031,12,176831,166884
2031,13,177027,167845
2031,14,179871,170508
2031,15,184248,174829
2031,16,183582,173552
2031,17,186294,176863
2031,18,193124,182562
2031,19,200076,189629
2031,20,204841,193311
2031,21,210063,198486
2031,22,214213,201038
2031,23,221005,207381
2031,24,224723,209425
2031,25,220136,206078
2031,26,215895,202098
2031,27,210640,199395
2031,28,203667,195908
2031,29,201883,195114
2031,30,208141,200274
2031,31,207974,202435
2031,32,200880,198853
2031,33,198505,199355
2031,34,201758,204342
2031,35,206367,208907
2031,36,210978,213970
2031,37,209573,214694
2031,38,208329,215804
2031,39,207533,216651
2031,40,210617,219146
2031,41,210297,218234
2031,42,206499,214258
2031,43,203077,211820
2031,44,202098,209100
2031,45,202128,207980
2031,46,199380,205853
2031,47,196710,202131
2031,48,195088,199804
2031,49,187709,192465
2031,50,180920,187255
2031,51,170807,178403
2031,52,165902,174289
2031,53,160911,169142
2031,54,159534,167260
2031,55,160561,166047
2031,56,161234,167970
2031,57,163278,170733
2031,58,166318,174758
2031,59,171194,181613
2031,60,172168,183899
2031,61,161848,172389
2031,62,159394,170998
2031,63,153638,164690
2031,64,150752,161442
2031,65,149951,160719
2031,66,151087,162288
2031,67,154123,165984
2031,68,154566,166984
2031,69,152057,164505
2031,70,148538,162271
2031,71,141137,155637
2031,72,136569,150804
2031,73,130573,145894
2031,74,125023,139997
2031,75,120445,134673
2031,76,113540,129416
2031,77,107657,123568
2031,78,104016,119290
2031,79,98127,113172
2031,80,93811,109057
2031,81,88495,104184
2031,82,82320,97676
2031,83,79047,93686
2031,84,76343,91579
2031,85,59847,72515
2031,86,52514,65573
2031,87,45299,57863
2031,88,36644,48565
2031,89,32231,43352
2031,90,25929,36706
2031,91,21425,31677
2031,92,16995,26853
2031,93,13300,21811
2031,94,10172,17311
2031,95,7367,13101
2031,96,5186,9593
2031,97,3685,6861
2031,98,2581,4959
2031,99,1754,3449
